Denumire,CUI,CAEN,Adresa,SF_AN,Active imobilizate,Active circulante,Stocuri,Creante,Casa si conturi la banci,Cheltuieli in avans,Datorii,Venituri in avans,Provizioane,Capitaluri,Capital subscris varsat,Patrimoniul regiei,Cifra de afaceri neta,Venituri totale,Cheltuieli totale,Profit brut,Pierdere bruta,Profit net,Pierdere neta,Numar mediu de salariati
PODGORIA VII SRL,38464423,4711,"Municipiul Oradea, Str. MIHAIL KOGĂLNICEANU, Nr. 21, Apartament 2, Județ Bihor",2018,274624,61029,43908,4203,12918,,346612,,,-10959,220,,663234,663235,655332,7903,0,1253,0,2
PODGORIA VII SRL,38464423,4711,"Municipiul Oradea, Str. MIHAIL KOGĂLNICEANU, Nr. 21, Apartament 2, Județ Bihor",2019,704495,67370,49490,4448,13432,,773167,,,-1302,220,,774532,774595,756733,17862,0,10107,0,2
PODGORIA VII SRL,38464423,4711,"Municipiul Oradea, Str. MIHAIL KOGĂLNICEANU, Nr. 21, Apartament 2, Județ Bihor",2017,3145,52954,36412,155,16387,,68311,,,-12212,220,,14668,14668,26962,0,12294,0,12432,2
SIMSERFLOR SRL,28882798,4711,"Municipiul Oradea, Aleea CĂLINULUI, Nr. 6, Bloc Q5, Apartament 15, Județ Bihor",2018,1172,60288,55251,,5037,,79281,,,-17821,200,,247483,247483,258370,0,10887,0,13362,2
SIMSERFLOR SRL,28882798,4711,"Municipiul Oradea, Aleea CĂLINULUI, Nr. 6, Bloc Q5, Apartament 15, Județ Bihor",2019,1298,56680,56153,210,317,,57525,,,453,200,,275820,300820,279538,21282,0,18274,0,2
SIMSERFLOR SRL,28882798,4711,"Municipiul Oradea, Aleea CĂLINULUI, Nr. 6, Bloc Q5, Apartament 15, Județ Bihor",2016,24,62127,61711,,416,,55314,,,6837,200,,217628,217628,210264,7364,0,5177,0,2
SIMSERFLOR SRL,28882798,4711,"Municipiul Oradea, Aleea CĂLINULUI, Nr. 6, Bloc Q5, Apartament 15, Județ Bihor",2017,2,72365,69890,,2475,,76826,,,-4459,200,,215409,215409,224550,0,9141,0,11296,2
SANDRA & HEINZ SRL,29361470,4711,"Municipiul Oradea, Aleea PENEŞ CURCANU, Nr. 6, Bloc X10, Apartament 4, Județ Bihor",2016,,41071,31801,,9270,,45438,,,-4367,200,,26647,26647,18899,7748,0,7155,0,1
NEOTEX COMINA SRL,26964107,4711,"Municipiul Oradea, B-dul DACIA, Nr. 105A, Bloc B3, Apartament 11, Județ Bihor",2018,,73099,73120,,-21,,118113,,,-45014,200,,,0,,0,0,0,0,
NEOTEX COMINA SRL,26964107,4711,"Municipiul Oradea, B-dul DACIA, Nr. 105A, Bloc B3, Apartament 11, Județ Bihor",2017,,73099,73120,,-21,,118113,,,-45014,200,,,0,,0,0,0,0,
NEOTEX COMINA SRL,26964107,4711,"Municipiul Oradea, B-dul DACIA, Nr. 105A, Bloc B3, Apartament 11, Județ Bihor",2019,,73099,73120,,-21,,118113,,,-45014,200,,,0,,0,0,0,0,
NEOTEX COMINA SRL,26964107,4711,"Municipiul Oradea, B-dul DACIA, Nr. 105A, Bloc B3, Apartament 11, Județ Bihor",2016,,73099,73120,,-21,,118113,,,-45014,200,,,0,1288,0,1288,0,1288,1
MUZA NIC SRL,27885273,4711,"Municipiul Oradea, B-dul DECEBAL, Nr. 82A, Apartament 2, Județ Bihor",2018,642,10225,8968,891,366,,171264,,,-160397,200,,290672,290672,321237,0,30565,0,33472,3
MUZA NIC SRL,27885273,4711,"Municipiul Oradea, B-dul DECEBAL, Nr. 82A, Apartament 2, Județ Bihor",2016,642,41362,32706,7287,1369,,148023,,,-106019,200,,343786,343786,374418,0,30632,0,30632,3
MUZA NIC SRL,27885273,4711,"Municipiul Oradea, B-dul DECEBAL, Nr. 82A, Apartament 2, Județ Bihor",2019,642,34016,31203,2029,784,,192607,,,-157949,200,,212430,242430,237558,4872,0,2449,0,2
MUZA NIC SRL,27885273,4711,"Municipiul Oradea, B-dul DECEBAL, Nr. 82A, Apartament 2, Județ Bihor",2017,642,32646,23191,8365,1090,,160213,,,-126925,200,,323793,323793,341461,0,17668,0,20906,3
CAFASO SRL,23117744,4711,"Municipiul Oradea, B-dul STEFAN CEL MARE, Nr. 126 A, Bloc AN 61, Apartament 31, Județ Bihor",2017,,0,0,,,,102423,,,-102423,200,,,0,30859,0,30859,0,30859,
CAFASO SRL,23117744,4711,"Municipiul Oradea, B-dul STEFAN CEL MARE, Nr. 126 A, Bloc AN 61, Apartament 31, Județ Bihor",2019,,,,,,,102623,,,-102623,200,,,0,200,0,200,0,200,
CAFASO SRL,23117744,4711,"Municipiul Oradea, B-dul STEFAN CEL MARE, Nr. 126 A, Bloc AN 61, Apartament 31, Județ Bihor",2016,,30859,30859,,,,102423,,,-71564,200,,,0,,0,0,0,0,0
DUMADI SRL,18497922,4711,"Municipiul Oradea, Calea BORŞULUI, Nr. 38D, Județ Bihor",2018,101518,3555610,604347,2366157,585106,16314,3206617,,,466825,200,,19946118,20081368,19978872,102496,0,83944,0,
DUMADI SRL,18497922,4711,"Municipiul Oradea, Calea BORŞULUI, Nr. 38D, Județ Bihor",2016,4765,2100907,26122,1198455,876330,,1962479,,,143193,200,,17560842,17621682,17420819,200863,0,168725,0,
DUMADI SRL,18497922,4711,"Municipiul Oradea, Calea BORŞULUI, Nr. 38D, Județ Bihor",2017,4765,2959065,85997,2225516,647552,,2580949,,,382881,200,,30621326,30746114,30460736,285378,0,239689,0,
DUMADI SRL,18497922,4711,"Municipiul Oradea, Calea BORŞULUI, Nr. 38D, Județ Bihor",2019,39808,1798723,59283,1718189,21251,,1216674,,,621857,200,,25678616,26276113,26071136,204977,0,155031,0,
VAN SUPERMARKET SRL,28352864,4711,"Municipiul Oradea, Calea CLUJULUI, Nr. 130, Județ Bihor",2017,116908,38988,,38860,128,,146580,,,9316,200,,,0,48,0,48,0,48,
VAN SUPERMARKET SRL,28352864,4711,"Municipiul Oradea, Calea CLUJULUI, Nr. 130, Județ Bihor",2016,116908,59267,,59084,183,,166811,,,9364,200,,,0,88,0,88,0,88,
ECLIPSO SRL,27946826,4711,"Municipiul Oradea, Calea CLUJULUI, Nr. 2, Apartament 7, Județ Bihor",2016,,1226,,1226,,,117211,,,-115985,200,,,0,,0,0,0,0,
ECLIPSO SRL,27946826,4711,"Municipiul Oradea, Calea CLUJULUI, Nr. 2, Apartament 7, Județ Bihor",2018,,1226,,1226,,,117211,,,-115985,200,,,0,,0,0,0,0,
ECLIPSO SRL,27946826,4711,"Municipiul Oradea, Calea CLUJULUI, Nr. 2, Apartament 7, Județ Bihor",2017,,1226,,1226,,,117211,,,-115985,200,,,0,,0,0,0,0,
ANCALISAN SRL,28296403,4711,"Municipiul Oradea, Calea CLUJULUI, Nr. 286, Județ Bihor",2018,,62478,-27629,17184,72923,,330815,,,-268337,200,,288140,288140,375674,0,87534,0,90415,4
ANCALISAN SRL,28296403,4711,"Municipiul Oradea, Calea CLUJULUI, Nr. 286, Județ Bihor",2019,,6588,,5648,940,,251029,,,-244441,200,,173942,173942,215185,0,41243,0,43364,2
ANCALISAN SRL,28296403,4711,"Municipiul Oradea, Calea CLUJULUI, Nr. 286, Județ Bihor",2017,,140441,116629,22115,1697,,318363,,,-177922,200,,155458,155473,186352,0,30879,0,32483,3
ANCALISAN SRL,28296403,4711,"Municipiul Oradea, Calea CLUJULUI, Nr. 286, Județ Bihor",2016,,9852,6475,2844,533,,129842,,,-119990,200,,114448,114448,135381,0,20933,0,22111,3
GOLDMAND SRL,28439961,4711,"Municipiul Oradea, Str. BORSECULUI, Nr. 9, Județ Bihor",2018,1430,10302,9149,,1153,,35557,,,-23825,200,,161669,161669,150101,11568,0,9951,0,2
GOLDMAND SRL,28439961,4711,"Municipiul Oradea, Str. BORSECULUI, Nr. 9, Județ Bihor",2017,1430,9075,6947,,2128,,44280,,,-33775,200,,150725,154225,151959,2266,0,761,0,2
GOLDMAND SRL,28439961,4711,"Municipiul Oradea, Str. BORSECULUI, Nr. 9, Județ Bihor",2019,1430,19434,13993,2500,2941,,36544,,,-15680,200,,181545,181545,171585,9960,0,8145,0,2
GOLDMAND SRL,28439961,4711,"Municipiul Oradea, Str. BORSECULUI, Nr. 9, Județ Bihor",2016,1430,8157,7415,63,679,,44123,,,-34536,200,,128896,128896,135844,0,6948,0,8373,2
BLUE OXIGEN SRL,22784588,4711,"Municipiul Oradea, Str. CARDINAL IULIU HOSSU, Nr. 30, Județ Bihor",2016,,20684,20684,,,,18289,,,2395,200,,,0,802,0,802,0,802,
BLUE OXIGEN SRL,22784588,4711,"Municipiul Oradea, Str. CARDINAL IULIU HOSSU, Nr. 30, Județ Bihor",2017,,20684,20684,,,,18689,,,1995,200,,,0,400,0,400,0,400,
BLUE OXIGEN SRL,22784588,4711,"Municipiul Oradea, Str. CARDINAL IULIU HOSSU, Nr. 30, Județ Bihor",2018,,20684,20684,,,,19039,,,1645,200,,,0,350,0,350,0,350,
BLUE OXIGEN SRL,22784588,4711,"Municipiul Oradea, Str. CARDINAL IULIU HOSSU, Nr. 30, Județ Bihor",2019,,20684,20684,,,,19389,,,1295,200,,,0,350,0,350,0,350,
TONITOM SRL,25921663,4711,"Municipiul Oradea, Str. CĂLUGĂRENI, Nr. 5, Bloc V1, Scara A, Etaj 4, Apartament 9, Județ Bihor",2018,2073,134420,126363,6324,1733,,279703,,,-143210,200,,570920,570984,572501,0,1517,0,7224,3
TONITOM SRL,25921663,4711,"Municipiul Oradea, Str. CĂLUGĂRENI, Nr. 5, Bloc V1, Scara A, Etaj 4, Apartament 9, Județ Bihor",2017,3313,170259,147062,23129,68,,309558,,,-135986,200,,415004,415093,435911,0,20818,0,24963,4
TONITOM SRL,25921663,4711,"Municipiul Oradea, Str. CĂLUGĂRENI, Nr. 5, Bloc V1, Scara A, Etaj 4, Apartament 9, Județ Bihor",2019,832,157066,142206,6783,8077,,288480,,,-130582,300,,309622,309801,294170,15631,0,12528,0,1
TONITOM SRL,25921663,4711,"Municipiul Oradea, Str. CĂLUGĂRENI, Nr. 5, Bloc V1, Scara A, Etaj 4, Apartament 9, Județ Bihor",2016,4654,65884,55795,9735,354,,181561,,,-111023,200,,342276,344302,371263,0,26961,0,30404,4
BRIAMARA SRL,29743380,4711,"Municipiul Oradea, Str. GEN. TRAIAN MOŞOIU, Nr. 3, SPAŢIUL COMERCIAL III, Județ Bihor",2017,,5126,3118,,2008,,14400,,,-9274,210,,45679,45956,50353,0,4397,0,5777,1
BRIAMARA SRL,29743380,4711,"Municipiul Oradea, Str. GEN. TRAIAN MOŞOIU, Nr. 3, SPAŢIUL COMERCIAL III, Județ Bihor",2016,,3487,779,599,2109,,6984,,,-3497,210,,46923,47532,54063,0,6531,0,7957,1
BRIAMARA SRL,29743380,4711,"Municipiul Oradea, Str. GEN. TRAIAN MOŞOIU, Nr. 3, SPAŢIUL COMERCIAL III, Județ Bihor",2019,,5843,4374,,1469,,27890,,,-22047,210,,10174,10174,16482,0,6308,0,6613,1
FRAZIL ICE SRL,21868192,4711,"Municipiul Oradea, Str. IALOMIŢEI, Nr. 3, Bloc AN 7, Apartament 1, Județ Bihor",2016,,,,,,,0,,,0,,,,0,,0,0,0,0,
FRAZIL ICE SRL,21868192,4711,"Municipiul Oradea, Str. IALOMIŢEI, Nr. 3, Bloc AN 7, Apartament 1, Județ Bihor",2017,,,,,,,0,,,0,,,,0,,0,0,0,0,
ZADEX COM SRL,2589795,4711,"Municipiul Oradea, STR. E. MURGU, Nr. 41, Județ Bihor",2016,,13,,,13,,56,,,-43,200,,,0,,0,0,0,0,
ZADEX COM SRL,2589795,4711,"Municipiul Oradea, STR. E. MURGU, Nr. 41, Județ Bihor",2018,,13,,,13,,56,,,-43,200,,,0,,0,0,0,0,
ZADEX COM SRL,2589795,4711,"Municipiul Oradea, STR. E. MURGU, Nr. 41, Județ Bihor",2017,,13,,,13,,56,,,-43,200,,,0,,0,0,0,0,
ZADEX COM SRL,2589795,4711,"Municipiul Oradea, STR. E. MURGU, Nr. 41, Județ Bihor",2019,,13,,,13,,56,,,-43,200,,,0,,0,0,0,0,
SAGRADA SRL,19753840,4711,"Municipiul Oradea, Str. ARANY JANOS, Nr. 14, Apartament 1, Județ Bihor",2017,,71,,71,,,30263,,,-30192,200,,,0,,0,0,0,0,
SAGRADA SRL,19753840,4711,"Municipiul Oradea, Str. ARANY JANOS, Nr. 14, Apartament 1, Județ Bihor",2019,,110,,72,38,,32695,,,-32585,200,,,0,3000,0,3000,0,3000,
SAGRADA SRL,19753840,4711,"Municipiul Oradea, Str. ARANY JANOS, Nr. 14, Apartament 1, Județ Bihor",2018,,71,,71,,,30263,,,-30192,200,,,0,,0,0,0,0,
SAGRADA SRL,19753840,4711,"Municipiul Oradea, Str. ARANY JANOS, Nr. 14, Apartament 1, Județ Bihor",2016,,71,,71,,,30263,,,-30192,200,,,0,,0,0,0,0,
BRINK SRL,15562783,4711,"Municipiul Oradea, Str. JIULUI, Nr. 17, Județ Bihor",2016,,17,,17,,,24606,,,-24589,200,,,0,,0,0,0,0,0
BRINK SRL,15562783,4711,"Municipiul Oradea, Str. JIULUI, Nr. 17, Județ Bihor",2018,,17,,17,,,24606,,,-24589,200,,,0,,0,0,0,0,
BRINK SRL,15562783,4711,"Municipiul Oradea, Str. JIULUI, Nr. 17, Județ Bihor",2017,,17,,17,,,24606,,,-24589,200,,,0,,0,0,0,0,
BRINK SRL,15562783,4711,"Municipiul Oradea, Str. JIULUI, Nr. 17, Județ Bihor",2019,,17,,17,,,24606,,,-24589,200,,,0,,0,0,0,0,
LUMADI SRL,29624347,4711,"Municipiul Oradea, Str. SOVATA, Nr. 32, Bloc C16, Etaj 2, Apartament 13, Județ Bihor",2016,,44471,3987,1532,38952,,72562,,,-28091,220,,152500,177640,173841,3799,0,2024,0,1
LUMADI SRL,29624347,4711,"Municipiul Oradea, Str. SOVATA, Nr. 32, Bloc C16, Etaj 2, Apartament 13, Județ Bihor",2018,3542,186036,2657,33975,149404,,448422,,,-258844,220,,778346,780211,1035300,0,255089,0,262874,2
LUMADI SRL,29624347,4711,"Municipiul Oradea, Str. SOVATA, Nr. 32, Bloc C16, Etaj 2, Apartament 13, Județ Bihor",2017,4792,274476,63529,190176,20771,,275238,,,4030,220,,931427,992580,950534,42046,0,32121,0,3
LUMADI SRL,29624347,4711,"Municipiul Oradea, Str. SOVATA, Nr. 32, Bloc C16, Etaj 2, Apartament 13, Județ Bihor",2019,4028,79433,12132,8774,58527,47289,582969,,,-452219,,,644108,655486,842941,0,187455,0,193375,2
ALIMENTARA 142 SA,12181393,4711,"Municipiul Oradea, B-dul MAGHERU, Nr. C44-C46, Județ Bihor",2018,30207,35290,,34268,1022,,32265,,,33232,93000,,28032,28036,21519,6517,0,5677,0,2
ALIMENTARA 142 SA,12181393,4711,"Municipiul Oradea, B-dul MAGHERU, Nr. C44-C46, Județ Bihor",2019,30207,118027,,37808,80219,,128393,,,19841,93000,,40422,40424,52602,0,12178,0,13391,2
ALIMENTARA 142 SA,12181393,4711,"Municipiul Oradea, B-dul MAGHERU, Nr. C44-C46, Județ Bihor",2016,30207,37766,,33746,4020,,49804,,,18169,93000,,26941,26951,248844,0,221893,0,222701,2
ALIMENTARA 142 SA,12181393,4711,"Municipiul Oradea, B-dul MAGHERU, Nr. C44-C46, Județ Bihor",2017,30207,35943,,34233,1710,,38595,,,27555,93000,,27531,27543,17331,10212,0,9386,0,2
SEMI-COM SRL,57252,4711,"Municipiul Oradea, STR. NUFARULUI, Nr. 68, Bloc AN68, Apartament 23, Județ Bihor",2018,41605,293081,96487,117525,79069,,256518,,,78168,45200,,937617,937885,921031,16854,0,8188,0,5
SEMI-COM SRL,57252,4711,"Municipiul Oradea, STR. NUFARULUI, Nr. 68, Bloc AN68, Apartament 23, Județ Bihor",2019,20802,215534,31854,117336,66344,,261923,,,-25587,45200,,602445,572163,668692,0,96529,0,103755,3
SEMI-COM SRL,57252,4711,"Municipiul Oradea, STR. NUFARULUI, Nr. 68, Bloc AN68, Apartament 23, Județ Bihor",2017,62807,204007,122381,59316,22310,,196933,,,69881,45200,,935637,973919,963833,10086,0,5556,0,5
SEMI-COM SRL,57252,4711,"Municipiul Oradea, STR. NUFARULUI, Nr. 68, Bloc AN68, Apartament 23, Județ Bihor",2016,84166,143180,99289,10319,33572,,208021,,,19325,200,,849798,850810,833930,16880,0,14264,0,3
VALDEFOR IMPEX SRL,13979556,4711,"Municipiul Oradea, Str. GEN. GHEORGHE MAGHERU, Nr. 13, Etaj 2, Apartament 23, Județ Bihor",2016,,5945,,5945,,,64521,,,-58576,200,,,0,,0,0,0,0,
VALDEFOR IMPEX SRL,13979556,4711,"Municipiul Oradea, Str. GEN. GHEORGHE MAGHERU, Nr. 13, Etaj 2, Apartament 23, Județ Bihor",2018,0,5945,0,5945,0,0,64521,0,0,-58576,200,0,0,0,0,0,0,0,0,0
VALDEFOR IMPEX SRL,13979556,4711,"Municipiul Oradea, Str. GEN. GHEORGHE MAGHERU, Nr. 13, Etaj 2, Apartament 23, Județ Bihor",2017,,5945,,5945,,,64521,,,-58576,200,,,0,,0,0,0,0,
VALDEFOR IMPEX SRL,13979556,4711,"Municipiul Oradea, Str. GEN. GHEORGHE MAGHERU, Nr. 13, Etaj 2, Apartament 23, Județ Bihor",2019,0,5945,0,5945,0,0,64521,0,0,-58576,200,0,0,0,0,0,0,0,0,0
HERACORA SRL,5244111,4711,"Municipiul Oradea, Str. IALOMIŢEI, Nr. 8, Județ Bihor",2016,,1625,1233,103,289,,62088,,,-60463,200,,,0,,0,0,0,0,
HERACORA SRL,5244111,4711,"Municipiul Oradea, Str. IALOMIŢEI, Nr. 8, Județ Bihor",2018,0,1625,1233,103,289,0,62088,0,0,-60463,200,0,0,0,0,0,0,0,0,0
HERACORA SRL,5244111,4711,"Municipiul Oradea, Str. IALOMIŢEI, Nr. 8, Județ Bihor",2019,,0,0,0,,,74454,,,-74454,200,,,0,13991,0,13991,0,13991,
HERACORA SRL,5244111,4711,"Municipiul Oradea, Str. IALOMIŢEI, Nr. 8, Județ Bihor",2017,,,,,,0,0,,,0,,,,0,,0,0,0,0,
AMIDORANA IMPEX SRL,4231245,4711,"Municipiul Oradea, Str. LAPUSULUI, Nr. 7/A, Bloc PB12, Apartament 15, Județ Bihor",2019,,,,,,,141478,,,-141478,30000,,,0,,0,0,0,0,
MIRADOR COM SRL,7072721,4711,"Municipiul Oradea, Str. POET DIMITRIE ANGHEL, Nr. 1A, Județ Bihor",2018,1647,553754,531884,17127,4743,23975,706819,,,-127443,200,,1431120,1431120,1467576,0,36456,0,50805,6
MIRADOR COM SRL,7072721,4711,"Municipiul Oradea, Str. POET DIMITRIE ANGHEL, Nr. 1A, Județ Bihor",2016,6228,773350,760453,12412,485,1,861800,,,-82221,200,,1333419,1333419,1289724,43695,0,41356,0,5
MIRADOR COM SRL,7072721,4711,"Municipiul Oradea, Str. POET DIMITRIE ANGHEL, Nr. 1A, Județ Bihor",2019,1180,453127,425861,14391,12875,23975,674819,,,-196537,200,,1377881,1377881,1433171,0,55290,0,69094,5
MIRADOR COM SRL,7072721,4711,"Municipiul Oradea, Str. POET DIMITRIE ANGHEL, Nr. 1A, Județ Bihor",2017,2114,644982,628995,13195,2792,23949,747683,,,-76638,200,,1375492,1375492,1357069,18423,0,5583,0,5
NOVIA EXIM SRL,3496538,4711,"Municipiul Oradea, P-ta. 1 DECEMBRIE, Nr. 27, Etaj P, Județ Bihor",2018,48473,78562,16494,61580,488,,144794,,,-17759,200,,37200,37200,23335,13865,0,13493,0,1
NOVIA EXIM SRL,3496538,4711,"Municipiul Oradea, P-ta. 1 DECEMBRIE, Nr. 27, Etaj P, Județ Bihor",2017,48473,80478,16494,61580,2404,,160203,,,-31252,200,,37200,37200,18894,18306,0,17934,0,1
NOVIA EXIM SRL,3496538,4711,"Municipiul Oradea, P-ta. 1 DECEMBRIE, Nr. 27, Etaj P, Județ Bihor",2016,48564,79311,15981,61645,1685,,177061,,,-49186,200,,18000,18000,19681,0,1681,0,2401,1
NOVIA EXIM SRL,3496538,4711,"Municipiul Oradea, P-ta. 1 DECEMBRIE, Nr. 27, Etaj P, Județ Bihor",2019,48564,92102,15982,61645,14475,,147121,,,-6455,200,,37200,37200,25524,11676,0,11304,0,1
L & M MIRA COM SRL,4923831,4711,"Municipiul Oradea, STR. C. NEGRUZZI, Nr. 11, Bloc PC 59, Scara A, Etaj 4, Apartament 9, Județ Bihor",2017,,26829,17200,9591,38,,68739,,,-41910,200,,44076,44076,49801,0,5725,0,7050,1
L & M MIRA COM SRL,4923831,4711,"Municipiul Oradea, STR. C. NEGRUZZI, Nr. 11, Bloc PC 59, Scara A, Etaj 4, Apartament 9, Județ Bihor",2016,,19617,11139,3754,4724,,54477,,,-34860,200,,52224,52224,55135,0,2911,0,4478,1
DRAGOMIR IMPEX SRL,9644420,4711,"Municipiul Oradea, STR. LAPUSULUI, Nr. 13, Bloc PB27, Apartament 8, Județ Bihor",2016,,48,,,48,,13323,,,-13275,200,,,0,,0,0,0,0,
DRAGOMIR IMPEX SRL,9644420,4711,"Municipiul Oradea, STR. LAPUSULUI, Nr. 13, Bloc PB27, Apartament 8, Județ Bihor",2017,,48,,,48,,13323,,,-13275,200,,,0,,0,0,0,0,
ROBI COM TOURS SRL,2725471,4711,"Municipiul Oradea, Str. BUMBACULUI, Nr. 23, Bloc R 25, Apartament 17, Județ Bihor",2019,,201030,,198510,2520,,5281,,,195749,200,,164572,164572,40978,123594,0,121395,0,1
ROBI COM TOURS SRL,2725471,4711,"Municipiul Oradea, Str. BUMBACULUI, Nr. 23, Bloc R 25, Apartament 17, Județ Bihor",2016,,30722,,23352,7370,,9841,,,20881,200,,,0,1304,0,1304,0,1304,
ROBI COM TOURS SRL,2725471,4711,"Municipiul Oradea, Str. BUMBACULUI, Nr. 23, Bloc R 25, Apartament 17, Județ Bihor",2017,,30722,,23352,7370,,9841,,,20881,200,,,0,,0,0,0,0,
FINCAR SRL,15664341,4711,"Municipiul Oradea, Str. TABACARILOR, Nr. 21, Apartament 2, Județ Bihor",2018,,72760,65791,2551,4418,,142355,,,-69595,200,,209832,247667,209031,38636,0,36538,0,2
FINCAR SRL,15664341,4711,"Municipiul Oradea, Str. TABACARILOR, Nr. 21, Apartament 2, Județ Bihor",2016,,18457,16632,1744,81,,141864,,,-123407,200,,80224,83048,91111,0,8063,0,9668,2
FINCAR SRL,15664341,4711,"Municipiul Oradea, Str. TABACARILOR, Nr. 21, Apartament 2, Județ Bihor",2019,,83018,11102,3154,68762,,124362,,,-41344,200,,355792,365072,333263,31809,0,28251,0,2
FINCAR SRL,15664341,4711,"Municipiul Oradea, Str. TABACARILOR, Nr. 21, Apartament 2, Județ Bihor",2017,,19850,17850,1382,618,,125983,,,-106133,200,,182016,196624,177530,19094,0,17274,0,2
ORDICOM SRL,30399370,4711,"Municipiul Oradea, Str. SFÂNTUL APOSTOL ANDREI, Nr. 46, Bloc P17, Apartament 10, Județ Bihor",2018,4658,20673,4844,4954,10875,,15768,,,9563,200,,435940,578888,577743,1145,0,0,3214,7
ORDICOM SRL,30399370,4711,"Municipiul Oradea, Str. SFÂNTUL APOSTOL ANDREI, Nr. 46, Bloc P17, Apartament 10, Județ Bihor",2017,6825,19741,4100,1262,14379,,13789,,,12777,200,,412415,559700,533342,26358,0,22234,0,7
ORDICOM SRL,30399370,4711,"Municipiul Oradea, Str. SFÂNTUL APOSTOL ANDREI, Nr. 46, Bloc P17, Apartament 10, Județ Bihor",2019,3527,237,,10,227,,26852,,,-23088,200,,30609,39991,72336,0,32345,0,32651,2
ORDICOM SRL,30399370,4711,"Municipiul Oradea, Str. SFÂNTUL APOSTOL ANDREI, Nr. 46, Bloc P17, Apartament 10, Județ Bihor",2016,9048,14073,3142,10175,756,,32578,,,-9457,200,,334601,454251,448251,6000,0,2654,0,7
BELABOT SRL,30399427,4711,"Municipiul Oradea, Str. CĂLUGĂRENI, Nr. 15, Bloc V6, Scara B, Apartament 23, Județ Bihor",2018,,55,,55,,,85155,,,-85100,200,,,0,,0,0,0,0,
BELABOT SRL,30399427,4711,"Municipiul Oradea, Str. CĂLUGĂRENI, Nr. 15, Bloc V6, Scara B, Apartament 23, Județ Bihor",2016,,55,,55,,,85155,,,-85100,200,,,0,86427,0,86427,0,86427,
BELABOT SRL,30399427,4711,"Municipiul Oradea, Str. CĂLUGĂRENI, Nr. 15, Bloc V6, Scara B, Apartament 23, Județ Bihor",2017,,55,,55,,,85155,,,-85100,200,,,0,,0,0,0,0,
BELABOT SRL,30399427,4711,"Municipiul Oradea, Str. CĂLUGĂRENI, Nr. 15, Bloc V6, Scara B, Apartament 23, Județ Bihor",2019,,55,,55,,,85155,,,-85100,200,,,0,,0,0,0,0,
ALEMARIUS COM SRL-D,33844480,4711,"Municipiul Oradea, Str. ALEXANDRU ODOBESCU, Nr. 12, Bloc PB 71, Apartament 3, Județ Bihor",2016,,420372,419007,,1365,,455014,,,-34642,200,,301233,308274,341717,0,33443,0,36526,3
ALEMARIUS COM SRL-D,33844480,4711,"Municipiul Oradea, Str. ALEXANDRU ODOBESCU, Nr. 12, Bloc PB 71, Apartament 3, Județ Bihor",2018,3360,125805,114856,7414,3535,,155647,,,-26482,200,,678537,689249,680633,8616,0,1725,0,3
ALEMARIUS COM SRL-D,33844480,4711,"Municipiul Oradea, Str. ALEXANDRU ODOBESCU, Nr. 12, Bloc PB 71, Apartament 3, Județ Bihor",2019,2326,236577,223695,8995,3887,,261483,,,-22580,200,,812555,819740,807641,12099,0,3902,0,4
ALEMARIUS COM SRL-D,33844480,4711,"Municipiul Oradea, Str. ALEXANDRU ODOBESCU, Nr. 12, Bloc PB 71, Apartament 3, Județ Bihor",2017,5481,100109,92840,5867,1402,,133796,,,-28206,200,,594494,604512,592036,12476,0,6436,0,3
CZANORAND 2014 SRL,31416410,4711,"Municipiul Oradea, Str. TUDOR VLADIMIRESCU, Nr. 65, Apartament 1, Județ Bihor",2018,,,,,,,4804,,,-4804,200,,,0,,0,0,0,0,
CZANORAND 2014 SRL,31416410,4711,"Municipiul Oradea, Str. TUDOR VLADIMIRESCU, Nr. 65, Apartament 1, Județ Bihor",2019,,,,,,,4804,,,-4804,200,,,0,,0,0,0,0,
CZANORAND 2014 SRL,31416410,4711,"Municipiul Oradea, Str. TUDOR VLADIMIRESCU, Nr. 65, Apartament 1, Județ Bihor",2017,,,,,,,4804,,,-4804,200,,,0,,0,0,0,0,
CZANORAND 2014 SRL,31416410,4711,"Municipiul Oradea, Str. TUDOR VLADIMIRESCU, Nr. 65, Apartament 1, Județ Bihor",2016,,,,,,,4804,,,-4804,200,,,0,,0,0,0,0,
ELIF ESROM SRL,31483754,4711,"Municipiul Oradea, Str. CORNELIU COPOSU, Nr. 5, Bloc P61, Apartament 3, Județ Bihor",2017,362,132,107,,25,,98397,,,-97903,200,,,0,39312,0,39312,0,39312,2
ELIF ESROM SRL,31483754,4711,"Municipiul Oradea, Str. CORNELIU COPOSU, Nr. 5, Bloc P61, Apartament 3, Județ Bihor",2016,550,117,107,,10,,59258,,,-58591,200,,,0,36663,0,36663,0,36663,2
PATRENOL TRADE SRL,38184504,4711,"Municipiul Oradea, Str. JUHÁSZ GYULA, Nr. 26A, Județ Bihor",2017,,30960,1608,2036,27316,,23107,,,7853,200,,127613,130157,121223,8934,0,7653,0,3
CALEBFELIX S.R.L.,39012612,4711,"Municipiul Oradea, Str. MOLDOVEI, Nr. 68, SPAȚIU COMERCIAL, Bloc QR42, Apartament 2, Județ Bihor",2018,,218986,111825,54253,52908,,165041,,,53945,200,,1436400,1436404,1368295,68109,0,53745,0,13
